Room Id,Arrival Date,Assigned Room Type,Country,Customer Type,Deposit Type,Distribution Channel,Hotel,Is Canceled,Market Segment,Meal,Reservation Status,Reservation Status Date,Reserved Room Type,Adr,Adults,Agent,Babies,Booking Changes,Children,Company,Days In Waiting List,Is Repeated Guest,Lead Time,Previous Bookings Not Canceled,Previous Cancellations,Required Car Parking Spaces,Stays In Week Nights,Stays In Weekend Nights,Total days,Rev
id_00000061,08-09-2015,A,AUS,Contract,No Deposit,TA/TO,City Hotel,0,Online TA,BB,Check-Out,09-09-2015,A,105,2,9,0,0,0,,0,0,26,0,0,0,1,0,1,105
id_00000062,08-09-2015,A,Portugal,Contract,No Deposit,TA/TO,City Hotel,0,Online TA,BB,Check-Out,09-09-2015,A,124,2,9,0,0,0,,0,0,0,0,0,0,1,0,1,124
id_00000063,29-09-2015,A,Portugal,Contract,No Deposit,TA/TO,City Hotel,0,Online TA,BB,Check-Out,02-10-2015,A,133.17,2,9,0,0,0,,0,0,28,0,0,0,3,0,3,399.51
id_00000064,08-09-2015,A,Portugal,Contract,No Deposit,TA/TO,City Hotel,0,Online TA,BB,Check-Out,11-09-2015,A,105,2,9,0,1,0,,0,0,5,0,0,0,3,0,3,315
id_00000065,07-09-2015,A,Belgium,Contract,No Deposit,TA/TO,City Hotel,0,Online TA,BB,Check-Out,10-09-2015,A,111.33,2,9,0,0,0,,0,0,7,0,0,0,2,1,3,333.99
id_00000066,13-09-2015,A,Portugal,Contract,No Deposit,TA/TO,City Hotel,0,Online TA,BB,Check-Out,14-09-2015,A,114,2,9,0,0,0,,0,0,0,0,0,0,0,1,1,114
id_00000067,19-09-2015,A,Portugal,Contract,No Deposit,TA/TO,City Hotel,0,Online TA,BB,Check-Out,21-09-2015,A,124,2,9,0,0,0,,0,0,22,0,0,0,1,1,2,248
id_00000068,19-09-2015,A,Portugal,Contract,No Deposit,TA/TO,City Hotel,0,Online TA,BB,Check-Out,21-09-2015,A,135.5,2,9,0,0,0,,0,0,5,0,0,0,1,1,2,271
id_00000069,21-09-2015,A,Spain,Contract,No Deposit,TA/TO,City Hotel,0,Online TA,BB,Check-Out,23-09-2015,A,124,2,9,0,0,0,,0,0,19,0,0,0,1,1,2,248
id_00000070,21-09-2015,A,France,Contract,No Deposit,TA/TO,City Hotel,0,Online TA,BB,Check-Out,24-09-2015,A,124,2,9,0,0,0,,0,0,14,0,0,0,2,1,3,372
id_00000071,28-09-2015,A,Belgium,Contract,No Deposit,TA/TO,City Hotel,0,Online TA,BB,Check-Out,02-10-2015,A,149.88,2,9,0,0,0,,0,0,27,0,0,0,3,1,4,599.52
id_00000072,03-09-2015,A,Portugal,Contract,No Deposit,TA/TO,City Hotel,0,Online TA,BB,Check-Out,08-09-2015,A,105,2,9,0,0,0,,0,0,21,0,0,0,3,2,5,525
id_00000073,09-09-2015,D,Portugal,Contract,No Deposit,TA/TO,City Hotel,0,Online TA,BB,Check-Out,10-09-2015,A,142,1,9,0,0,0,,0,0,0,0,0,0,1,0,1,142
id_00000074,22-09-2015,D,SWE,Contract,No Deposit,TA/TO,City Hotel,0,Online TA,BB,Check-Out,23-09-2015,A,158,1,9,0,0,0,,0,0,1,0,0,0,1,0,1,158
id_00000075,15-09-2015,D,AUT,Contract,No Deposit,TA/TO,City Hotel,0,Online TA,BB,Check-Out,17-09-2015,A,94.5,2,9,0,0,0,,0,0,29,0,0,0,2,0,2,189
id_00000076,27-09-2015,A,Italy,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,28-09-2015,A,170,1,1,0,3,0,,0,0,18,0,0,0,0,1,1,170
id_00000077,06-09-2015,A,France,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,08-09-2015,A,75,1,1,0,0,0,,0,0,1,0,0,0,0,2,2,150
id_00000078,06-09-2015,A,France,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,08-09-2015,A,75,1,1,0,0,0,,0,0,1,0,0,0,0,2,2,150
id_00000079,06-09-2015,A,Portugal,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,08-09-2015,A,75,1,1,0,0,0,,0,0,1,0,0,0,0,2,2,150
id_00000080,12-09-2015,A,Portugal,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,16-09-2015,A,60,1,1,0,0,0,,0,0,68,0,0,0,2,2,4,240
id_00000081,12-09-2015,A,Portugal,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,16-09-2015,A,60,1,1,0,0,0,,0,0,68,0,0,0,2,2,4,240
id_00000082,19-09-2015,A,Portugal,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,23-09-2015,A,0,1,1,0,0,0,,0,0,75,0,0,0,2,2,4,0
id_00000083,25-09-2015,A,Great Britain,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,29-09-2015,A,170,1,1,0,0,0,,0,0,16,0,0,0,2,2,4,680
id_00000084,25-09-2015,A,Italy,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,29-09-2015,A,170,1,1,0,0,0,,0,0,16,0,0,0,2,2,4,680
id_00000085,25-09-2015,A,Portugal,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,29-09-2015,A,170,1,1,0,0,0,,0,0,16,0,0,0,2,2,4,680
id_00000086,25-09-2015,A,Belgium,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,0,0,,0,0,16,0,0,0,3,2,5,850
id_00000087,25-09-2015,A,CHE,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,0,0,,0,0,16,0,0,0,3,2,5,850
id_00000088,25-09-2015,A,CHE,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,0,0,,0,0,4,0,0,0,3,2,5,850
id_00000089,25-09-2015,A,FIN,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,0,0,,0,0,16,0,0,0,3,2,5,850
id_00000090,25-09-2015,A,FIN,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,0,0,,0,0,16,0,0,0,3,2,5,850
id_00000091,25-09-2015,A,FIN,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,0,0,,0,0,16,0,0,0,3,2,5,850
id_00000092,25-09-2015,A,France,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,0,0,,0,0,16,0,0,0,3,2,5,850
id_00000093,25-09-2015,A,Great Britain,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,0,0,,0,0,16,0,0,0,3,2,5,850
id_00000094,25-09-2015,A,Great Britain,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,0,0,,0,0,16,0,0,0,3,2,5,850
id_00000095,25-09-2015,A,Great Britain,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,0,0,,0,0,16,0,0,0,3,2,5,850
id_00000096,25-09-2015,A,Great Britain,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,0,0,,0,0,16,0,0,0,3,2,5,850
id_00000097,25-09-2015,A,Great Britain,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,0,0,,0,0,16,0,0,0,3,2,5,850
id_00000098,25-09-2015,A,Great Britain,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,0,0,,0,0,16,0,0,0,3,2,5,850
id_00000099,25-09-2015,A,Great Britain,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,0,0,,0,0,16,0,0,0,3,2,5,850
id_00000100,25-09-2015,A,Great Britain,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,0,0,,0,0,16,0,0,0,3,2,5,850
id_00000101,25-09-2015,A,Portugal,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,0,0,,0,0,16,0,0,0,3,2,5,850
id_00000102,25-09-2015,A,Portugal,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,0,0,,0,0,16,0,0,0,3,2,5,850
id_00000103,25-09-2015,A,USA,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,0,0,,0,0,16,0,0,0,3,2,5,850
id_00000104,25-09-2015,A,USA,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,0,0,,0,0,16,0,0,0,3,2,5,850
id_00000105,26-09-2015,A,IRN,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,29-09-2015,A,170,1,1,0,0,0,,0,0,17,0,0,0,1,2,3,510
id_00000106,26-09-2015,A,IRN,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,0,0,,0,0,17,0,0,0,2,2,4,680
id_00000107,26-09-2015,A,IRN,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,0,0,,0,0,17,0,0,0,2,2,4,680
id_00000108,26-09-2015,A,IRN,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,0,0,,0,0,17,0,0,0,2,2,4,680
id_00000109,26-09-2015,A,Portugal,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,0,0,,0,0,17,0,0,0,2,2,4,680
id_00000110,26-09-2015,A,Portugal,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,0,0,,0,0,17,0,0,0,2,2,4,680
id_00000111,05-09-2015,A,Spain,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,09-09-2015,A,60,1,1,0,1,0,,0,0,3,0,0,0,2,2,4,240
id_00000112,05-09-2015,A,Spain,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,09-09-2015,A,60,1,1,0,1,0,,0,0,61,0,0,0,2,2,4,240
id_00000113,05-09-2015,A,Portugal,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,09-09-2015,A,0,1,1,0,1,0,,0,0,3,0,0,0,2,2,4,0
id_00000114,12-09-2015,A,Spain,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,16-09-2015,A,60,1,1,0,1,0,,0,0,68,0,0,0,2,2,4,240
id_00000115,12-09-2015,A,Portugal,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,16-09-2015,A,60,1,1,0,1,0,,0,0,68,0,0,0,2,2,4,240
id_00000116,12-09-2015,A,Portugal,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,16-09-2015,A,60,1,1,0,1,0,,0,0,68,0,0,0,2,2,4,240
id_00000117,12-09-2015,A,Portugal,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,16-09-2015,A,60,1,1,0,1,0,,0,0,68,0,0,0,2,2,4,240
id_00000118,19-09-2015,A,Spain,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,23-09-2015,A,60,1,1,0,1,0,,0,0,75,0,0,0,2,2,4,240
id_00000119,24-09-2015,A,Belgium,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,1,0,,0,0,15,0,0,0,4,2,6,1020
id_00000120,25-09-2015,A,EGY,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,1,0,,0,0,16,0,0,0,3,2,5,850
id_00000121,25-09-2015,A,Italy,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,1,0,,0,0,16,0,0,0,3,2,5,850
id_00000122,25-09-2015,A,Portugal,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,1,0,,0,0,16,0,0,0,3,2,5,850
id_00000123,25-09-2015,A,Belgium,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,01-10-2015,A,170,1,1,0,1,0,,0,0,4,0,0,0,4,2,6,1020
id_00000124,26-09-2015,A,Great Britain,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,29-09-2015,A,170,1,1,0,1,0,,0,0,17,0,0,0,1,2,3,510
id_00000125,26-09-2015,A,USA,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,29-09-2015,A,170,1,1,0,1,0,,0,0,17,0,0,0,1,2,3,510
id_00000126,26-09-2015,A,DNK,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,1,0,,0,0,17,0,0,0,2,2,4,680
id_00000127,26-09-2015,A,France,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,1,0,,0,0,17,0,0,0,2,2,4,680
id_00000128,26-09-2015,A,Great Britain,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,1,0,,0,0,17,0,0,0,2,2,4,680
id_00000129,26-09-2015,A,Italy,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,1,0,,0,0,17,0,0,0,2,2,4,680
id_00000130,26-09-2015,A,USA,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,1,0,,0,0,17,0,0,0,2,2,4,680
id_00000131,26-09-2015,A,USA,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,1,0,,0,0,17,0,0,0,2,2,4,680
id_00000132,27-09-2015,A,Great Britain,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,29-09-2015,A,170,1,1,0,1,0,,0,0,18,0,0,0,0,2,2,340
id_00000133,27-09-2015,A,Ireland,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,29-09-2015,A,170,1,1,0,1,0,,0,0,18,0,0,0,0,2,2,340
id_00000134,27-09-2015,A,CHE,Transient-Party,No Deposit,TA/TO,City Hotel,0,Groups,BB,Check-Out,30-09-2015,A,170,1,1,0,1,0,,0,0,18,0,0,0,1,2,3,510
